ocreval Accuracy Report Version 7.0
-----------------------------------
  314118   Characters
    5526   Errors
   98.24%  Accuracy

       3   Reject Characters
       0   Suspect Markers
       0   False Marks
    0.00%  Characters Marked
   98.24%  Accuracy After Correction

     Ins    Subst      Del   Errors
       1        0   {%}-{¢}
       1        0   {%}-{½}
       1        0   {)}-{}
       1        0   {*}-{¹}
       1        0   {,}-{.}
       1        0   {-}-{ }
       1        0   {.}-{;}
       1        0   {.}-{A}
       1        0   {.}-{u}
       1        0   {0}-{9}
       1        0   {1}-{ }
       1        0   {1}-{T}
       1        0   {1}-{n}
       1        0   {4}-{%}
       1        0   {5}-{§}
       1        0   {7}-{/}
       1        0   {:}-{.}
       1        0   {?}-{³}
       1        0   {?}-{⁸}
       1        0   {E}-{F}
       1        0   {H}-{I}
       1        0   {I}-{H}
       1        0   {J}-{)}
       1        0   {J}-{Y}
       1        0   {N}-{y}
       1        0   {O}-{D}
       1        0   {S}-{5}
       1        0   {S}-{s}
       1        0   {T}-{H}
       1        0   {T}-{I}
       1        0   {U}-{[}
       1        0   {X}-{Y}
       1        0   {Y}-{)}
       1        0   {Z}-{2}
       1        0   {[}-{(}
       1        0   {[}-{I}
       1        0   {\}-{y}
       1        0   {\}-{|}
       1        0   {]}-{}}
       1        0   {a}-{m}
       1        0   {e}-{c}
       1        0   {e}-{g}
       1        0   {f}-{J}
       1        0   {f}-{}
       1        0   {i}-{l}
       1        0   {i}-{t}
       1        0   {l}-{f}
       1        0   {n}-{.}
       1        0   {n}-{b}
       1        0   {o}-{0}
       1        0   {o}-{a}
       1        0   {r}-{n}
       1        0   {s}-{}
       1        0   {t}-{!}
       1        0   {t}-{+}
       1        0   {t}-{.}
       1        0   {t}-{w}
       1        0   {t}-{₹}
       1        0   {v}-{n}
       1        0   {w}-{a}
       1        0   {w}-{n}
       1        0   {x}-{)}
       1        0   {x}-{N}
       1        0   {x}-{}
       1        0   {y}-{M}
       1        0   {y}-{W}
       1        0   {z}-{X}
       1        0   {z}-{x}
       1        0   {{}-{(}
       1        0   {{}-{[}
       1        0   {}-{#}
       1        0   {}-{4}
       1        0   {}-{8}
       1        0   {}-{>}
       1        0   {}-{C}
       1        0   {}-{J}
       1        0   {}-{Q}
       1        0   {}-{V}
       1        0   {}-{h}
       1        0   {}-{i}
       1        0   {}-{r}
       1        0   {}-{{}
       1        0   {}-{»}
       1        0   {}-{¾}
       1        0   {}-{“}
       1        0   {}-{⁸}
       1        0   {}}-{l}
       1        0   {¢}-{C}
       1        0   {¢}-{®}
       1        0   {¥}-{F}
       1        0   {§}-{8}
       1        0   {©}-{€}
       1        0   {«}-{#}
       1        0   {°}-{’}
       1        0   {²}-{⁸}
       1        0   {³}-{®}
       1        0   {³}-{°}
       1        0   {·}-{+}
       1        0   {·}-{-}
       1        0   {·}-{.}
       1        0   {¹}-{⁵}
       1        0   {»}-{#}
       1        0   {¼}-{W}
       1        0   {¼}-{x}
       1        0   {¾}-{W}
       1        0   {¾}-{x}
       1        0   {¾}-{³}
       1        0   {¾}-{½}
       1        0   {¾}-{⁵}
       1        0   {¾}-{⁸}
       1        0   {’}-{³}
       1        0   {⁰}-{"}
       1        0   {⁰}-{}
       1        0   {⁴}-{}
       1        0   {⁴}-{®}
       1        0   {⁵}-{f}
       1        0   {⁵}-{®}
       1        0   {⁵}-{⁹}
       1        0   {⁵}-{™}
       1        0   {⁸}-{ }
       1        0   {⁸}-{⁴}
       1        0   {⁹}-{⁵}
       1        0   {⁹}-{⁷}

   Count   Missed   %Right
    3790        2    99.95   {<\n>}
   42956      443    98.97   { }
     126        1    99.21   {!}
     252       20    92.06   {"}
